,VWAP,TWALiquidityAroundBBO|Ask10bpsNotional,TradeNotional|Non,EBBOOrderPercentage|Filled,EBBOTradeVolume,FillProbability|Bid1,FillProbability|Ask1,FillProbability|Ask2,TradeNotional|Dark,ExecutedVolume|Ask,Date,FillProbability|Bid3,FillProbability|Bid2,TimeAtEBBO|Duration,FillProbability|Ask3
22,1625.1945060359694,121460.743962008,76825.59768345648,24.96413199426112,3998,14.537732767069587,4.939229376777864,2.9850746268656714,139638.6915723932,2379,2022-01-17,0.0,3.7755637126376507,26083.976058594002,0.0
23,1599.2860653723274,146755.44919504935,155867.5182142859,24.84380742374127,15185,12.705984388551606,11.619077339158475,3.978135438809596,488082.6075481658,6999,2022-01-18,0.4745333755140778,1.3044439531284546,26683.855768634003,0.0
24,1604.9706001827967,126822.73065572743,16996.81202774705,21.807553956834532,9604,8.051341890315053,9.067574021012415,0.8214676889375685,436598.5015425298,8577,2022-01-19,0.16051364365971107,0.8218451749734889,24383.346046801005,1.2269938650306749
25,1608.0452299505891,165478.2763147836,124747.76046458643,31.616341030195382,7716,9.848831882730188,9.55202441870904,0.09149130832570906,167941.43587934383,3990,2022-01-20,0.0,0.10598834128245893,25293.652453197,2.0100502512562812
26,1582.6804329550232,153524.08410106547,411702.1247586278,19.238578680203045,9366,8.117208769164638,7.520325203252034,1.0515247108307046,154807.45505816003,6589,2022-01-21,0.3463203463203463,1.3966480446927374,27371.923149897997,0.0
27,1542.128145309115,112231.90822197332,89826.09130264547,17.161936560934894,11368,8.326904532304725,6.028117730352989,2.1736755871108686,0.0,6447,2022-01-24,0.08426966292134831,1.290609701824655,23266.102897995002,0.0
28,1530.7247423264243,139960.72658081143,95191.3149368156,16.171792152704136,16688,8.7412703141032,9.276142355008787,1.399036219493238,409638.8001419951,10159,2022-01-25,0.7293354943273906,0.6578947368421052,25028.456357365,0.0
29,1541.2359608072536,122391.56232781854,268093.43194908166,23.2520325203252,13105,19.295395989694185,9.083059920566395,2.7701522335912157,34273.29963642813,7173,2022-01-26,0.1631321370309951,0.8220097299110888,21979.027218957002,0.9907120743034057
30,1495.845442845443,99320.67021486953,76299.16040905478,28.1439139206456,16195,19.454936648338514,6.98815830476784,3.5216098788017383,29448.92473118279,10192,2022-01-27,3.374578177727784,2.5336500395882817,21631.406283609,2.192341420637241
31,1496.5589516810821,83752.83684339128,154732.23382852148,26.729153199741436,14458,9.06890942992026,14.560193479039771,3.285593934288121,702609.9838391094,9797,2022-01-28,0.3312476996687523,1.991869918699187,26549.368357575,2.6548672566371683
32,1535.5255238851921,119379.88165794205,298873.7631702268,20.36524626452684,9545,6.103801169590644,14.292980671414037,2.10301737275221,962859.4478307638,6818,2022-01-31,0.0,0.9450679267572357,23160.311557023,0.9174311926605505
33,1559.9674430465827,136234.34531156946,199425.94798007736,20.5535390199637,11344,13.466738777717685,8.474004051316678,1.735059212338199,219707.81527531086,7933,2022-02-01,1.3297872340425532,2.365977837675951,24982.853379250002,0.0
34,1570.5767964071856,112686.35272177593,134676.21503366495,19.170579029733958,6626,7.951659514843682,11.514271891630381,0.7566706491437674,0.0,4578,2022-02-02,3.2974001268230815,1.7086715079026058,26677.466557451,1.3297872340425532
35,1525.796100701729,289875.0312870338,283353.2740517783,19.437468608739326,13523,9.719670479464233,12.326444091149973,0.7985094490284802,628122.4525961367,8294,2022-02-03,1.8618121638394702,0.7467752885268161,26612.092543654002,0.0
36,1534.4142472003318,121776.10895074978,111075.54767172222,22.20538082607048,8809,7.075535209371213,11.339815633287031,1.621297037630104,0.0,7751,2022-02-04,0.04987531172069825,1.389210465385506,24741.072818709003,0.2726918582002337
37,1520.8834463866424,120200.59594314893,33182.89201071609,26.25656414103526,14765,6.7712594446316,14.69161145843053,2.9201259662181505,441430.50580938236,8672,2022-02-07,0.0,1.386814593556646,27518.575649250004,0.0
38,1525.8237834110462,170716.32631361598,108073.66884877744,31.816163410301957,30118,14.003794066501554,22.4866255444792,2.107701215981471,1676069.863253857,17630,2022-02-08,0.0,2.337282908618731,27840.426035344004,7.136237256719184
39,1565.1996000340396,166463.8803052331,234604.2893719814,23.936651583710407,11241,4.8440879596250905,12.971604447974583,2.9562667969704375,191042.4136423262,12290,2022-02-09,0.0,0.8880994671403196,26860.386029204004,0.0
40,1579.7917834267414,276555.8246416044,251703.2480600197,29.36114732724902,38770,18.17064467528348,16.925496363278945,2.549476135040745,7612013.287874815,15471,2022-02-10,6.9137562366357805,2.911227154046997,27147.980325496002,0.9794918885827977
41,1566.3502082665811,155630.0928722636,38319.61110624507,23.928258967629045,11977,8.241932416154189,10.800489596083231,2.9821717990275527,12360.077078041517,7608,2022-02-11,0.0,2.1179039301310043,28842.625789374997,0.0
42,1530.3550674178641,147073.52585512612,139355.42190577186,13.629842180774748,15293,6.264682850430697,5.554472812317287,1.345196483423366,172281.72499116298,7245,2022-02-14,0.1059322033898305,0.9013068949977467,25598.992879756006,0.6228589224540642
43,1546.892699272779,171680.75323670972,154059.1746918788,24.200518582541054,13592,11.607609490958504,9.944153179849556,2.492070684186679,318066.10841780517,7890,2022-02-15,0.367047308319739,2.674897119341564,28420.743752937004,4.0351784790481116
44,1560.6406829992577,158333.246468432,23305.609246207132,20.132517838939854,7938,4.457417582417582,13.225008830801837,0.7385524372230428,74038.86739359831,5450,2022-02-16,3.2119914346895073,0.3987240829346092,26595.321663823004,1.5056461731493098
45,1563.989562902774,134068.9522630859,117101.76099637948,28.04479701353243,13583,7.042454174185582,18.263199561537053,2.0859940400170287,178662.2691292876,6904,2022-02-17,0.0,0.33298647242455776,24899.695918170997,0.14492753623188406
46,1545.5118370770808,151990.7182799491,147075.84604363068,23.58535425582501,10085,10.063435363675556,9.970809648179443,1.7429193899782136,211499.91192531268,5388,2022-02-18,2.9311187103077674,0.9511315185306658,27637.07766702,2.959953569355775
47,1542.3278022996021,174703.18574306543,31333.50416536393,21.202956989247312,18306,10.337888431299138,9.915621986499518,2.63395273317698,500261.50996648445,10776,2022-02-21,0.6206040546131568,0.0,29151.416136645003,1.1474469305794608
48,1540.5336247956209,104361.37762586196,74503.37945126723,25.33105510465613,13490,14.033557391348966,10.860927152317881,2.6036644165863065,770083.318638688,7214,2022-02-22,0.0,1.0590858416945375,24190.979844522,1.4340344168260037
49,1524.2798949211908,112691.57080435523,84830.85437282437,27.1585557299843,14056,15.879159545591637,9.376881396748947,3.813714704803814,1609348.1135401975,5036,2022-02-23,2.0993343573988734,2.035623409669211,28358.363107495003,0.0
50,1463.449439146326,74394.91998965204,428219.2757231049,29.418221734357846,44818,19.615721423788184,21.153846153846153,7.535301668806162,3308710.472095315,20729,2022-02-24,1.4525646845211075,3.505911129229515,26075.316208698,1.4833832548851804
51,1503.2483457844185,43175.48955094673,81741.04340791261,20.11225444340505,9138,9.241018320247441,10.000892140244448,2.1890547263681595,281928.94079885876,8526,2022-02-25,0.27744748315497425,1.7662170841361593,29722.575680223003,0.0
52,1498.6687740674752,73866.43878175781,0.0,26.85528756957328,17394,18.040778064213733,13.238566131025959,1.5940685820203895,4684467.363157425,9998,2022-02-28,0.0,0.8410428931875525,29886.422780839006,0.19984012789768185
53,1511.6816028424794,66029.6073831406,127090.13839564966,29.700854700854702,12395,8.656518861681006,18.25542315918118,8.096415327564895,300912.0229349579,9082,2022-03-01,0.22913881993507734,4.769934955432427,29050.944219888002,1.8055555555555554
54,1486.6707058606708,58681.978248680905,102971.5489977831,25.131525698097935,10376,9.105976896032145,12.942643391521196,2.1540118470651586,179784.35080136862,8283,2022-03-02,0.3683241252302026,0.7548913880757973,27189.193689280004,0.0
55,1501.7118535586278,77204.0825558627,0.0,26.308032424465733,11538,8.218029350104821,12.793487574978576,2.3447015834348357,2495001.1285662693,6982,2022-03-03,0.0,1.778944298629338,28913.686993647003,0.0
56,1457.0453047775948,34028.5858042545,0.0,27.661795407098122,8888,7.056165267914784,13.359207435399856,0.2097064110245656,415255.7416049044,4105,2022-03-04,0.0,4.8709847288046335,30155.234559145003,2.869496855345912
57,1421.3995247190512,37302.15490738946,0.0,24.100899100899102,22186,12.44488923751048,11.470956957793565,1.2558869701726845,7963086.2781092245,10317,2022-03-07,0.41561712846347604,2.6919724992737484,27289.349126278,0.496031746031746
58,1405.6961936836753,41666.3283637722,0.0,33.79714390333211,14512,18.31229375098214,17.305389221556887,2.5620170801138675,894665.8097686375,8017,2022-03-08,0.41356492969396197,4.206896551724138,27848.009405918005,1.352757544224766
59,1434.1988492207322,35448.26230935829,0.0,26.513477684489615,10813,5.873096878455388,18.657545959811888,3.9700222807372896,243800.14554716638,5848,2022-03-09,0.5130492973455275,0.49448459490300495,28690.391222311002,1.1453879047037263
60,1429.9134101478448,34531.745518811826,0.0,22.15764620414094,14334,9.378645892138044,10.474927675988429,1.3050570962479608,2282249.639119451,7667,2022-03-10,0.0,2.3670025779235995,29506.485170651,0.15169902912621358
61,1410.5382754370748,41813.61048531319,0.0,30.76923076923077,21785,15.074876533375816,16.556167125344007,1.680672268907563,3756106.005459509,6376,2022-03-11,0.11281906642222536,1.5309672929714684,27390.268671414004,0.0
62,1402.6457738748627,65827.10995077896,0.0,39.30386178861789,16489,9.171502993191062,22.784740545294635,2.569493109086662,1575473.540145985,7848,2022-03-14,0.1414141414141414,1.0524584772241408,28555.475134070002,0.6453926138400861
63,1386.6246477592947,68483.61927592421,0.0,39.491558315544346,21478,7.572580645161291,22.227015368023725,2.7935399388913136,1108454.6447093077,11574,2022-03-15,0.0,2.5040533237254547,26902.488458596,1.3444474321054047
64,1433.467016552281,63062.11894659011,0.0,23.500749625187407,12062,11.279447925755532,8.788118030198362,0.2334500583625146,2340902.3103511008,9345,2022-03-16,0.2556237218813906,2.7365491651205938,27407.305199074002,0.30057108506161706
65,1466.5279106858054,71213.14968829366,0.0,28.79455346415699,17985,12.752546761609484,24.027366020524514,4.404841963685272,4931750.520314904,15905,2022-03-17,1.1385199240986716,1.0026601186822182,25421.921699536,2.5853889943074004
66,1454.7777915786858,44227.164389489844,0.0,14.703783012134188,7659,4.409536719559844,9.711657526976825,1.852958756724447,431428.50654069765,15672,2022-03-18,1.9265232974910396,3.105022831050228,26730.526319253004,0.0
67,1431.7135891559803,106556.86585172369,0.0,29.693094629156008,20322,6.70468156017289,14.98138455727621,1.2055109070034442,1980688.077550281,11332,2022-03-21,0.07077140835102619,0.5514157973174367,30094.046100735,1.2345679012345678
68,1436.7829736630408,128658.34492539812,0.0,34.278289629104655,28454,16.152001743805855,11.118974893838933,1.0748835542816195,1397758.07329463,14339,2022-03-22,0.24398745207389336,10.126274890723652,29839.402648840995,0.0
69,1429.78054232104,95765.66719162582,0.0,29.65357967667436,16993,15.115344886950533,9.28883306417848,0.33200531208499334,1402421.0286754665,4252,2022-03-23,2.570694087403599,3.8944723618090453,29838.801783326002,0.0
70,1419.4597286248586,77716.6502311412,0.0,39.65426925091671,11184,15.906714076553023,8.801718760828885,2.8346456692913384,1040957.3692840225,6659,2022-03-24,1.3157894736842104,1.8774157923799006,29475.520946713004,0.0
71,1420.3436889137113,55224.41923758848,0.0,29.68645763842562,7016,13.479623824451412,8.029469364916535,0.27112516945323095,545685.7844028359,2637,2022-03-25,1.4932562620423893,1.4263074484944533,27914.813400528,0.5003126954346466
72,1425.8260091145833,59718.52835734898,0.0,26.859504132231404,5826,13.48301669545193,9.982893450635386,0.7582139848357203,564094.4738281962,3552,2022-03-28,0.0,0.54005400540054,24775.678596468002,0.0
73,1451.723688381677,73478.94182460688,0.0,25.615972812234496,12441,12.117546924696502,8.922989485649332,2.5753768844221105,653921.5155615697,10472,2022-03-29,0.1675392670157068,3.033707865168539,30056.95836665,0.0816326530612245
74,1438.8113587540279,57015.25390338988,0.0,24.044943820224717,7227,5.812727059650768,8.078436787958296,0.4487323311644604,33594.28365989574,5467,2022-03-30,0.0,1.7477562588568731,28974.748434567002,0.9380863039399625
75,1424.9966368790238,74955.5734293266,0.0,27.249357326478147,10384,18.051890941072998,8.354695875087392,0.1361933946203609,702906.4949103683,11080,2022-03-31,0.0,1.6734401147501792,30198.960934118004,0.0
76,1417.695350916406,38716.390567568036,0.0,14.472900536033354,6228,9.611612397018439,4.84202881007142,0.07739938080495357,530337.9478827361,9093,2022-04-01,1.21580547112462,0.9660107334525939,29476.911032320004,0.0
77,1424.111135276207,38360.83894527065,0.0,22.257806244995997,4506,3.508053508053508,12.760344348792001,0.4694835680751174,263971.8309859155,3213,2022-04-04,0.0,0.14285714285714285,28396.725419684004,0.6172839506172839
78,1416.6665443200586,58844.04321764201,0.0,18.9873417721519,5168,3.095171902511352,8.93034153374786,0.33766233766233766,162150.60625398852,2618,2022-04-05,0.0,1.4069494777232998,30039.098742240003,0.0
79,1393.1299091136495,81760.97419721606,0.0,38.36109860423233,11829,12.093109524251137,14.626529018825366,3.978622327790974,718850.5904971161,5842,2022-04-06,0.08621751447222564,2.1111893033075297,29487.781236179,1.9103600293901544
80,1386.4588144413726,84610.85687618221,0.0,36.254448398576514,12004,8.051265198816957,16.750810036922616,1.2465795074490726,361118.9996335655,6420,2022-04-07,0.0,0.62402496099844,28956.617962423,0.0
81,1375.1399076793957,70924.25509675404,0.0,23.715753424657535,11746,7.23407145768238,15.138825671370052,0.13884068031933355,317876.3465610901,5525,2022-04-08,0.9095378564405112,1.4420062695924765,27036.834302739,1.86219739292365
82,1366.707711666367,78939.64448578178,0.0,31.269035532994927,11052,9.732142857142858,10.878003696857672,4.432757325319309,1798902.2935779814,5868,2022-04-11,0.0,1.0752688172043012,29528.928760085,0.0
83,1362.3953010720368,62956.03703199578,0.0,33.2972972972973,9898,11.807950626247958,13.620213185945518,2.411873840445269,44197.12733634103,9025,2022-04-12,0.056895766954938545,0.809269817914291,29872.757244828004,0.1384402399630826
84,1389.2908322207388,28661.0912226204,0.0,22.671683913452494,6678,7.385229540918163,10.456906886905555,2.1021021021021022,118865.23184925181,6619,2022-04-13,0.12923235978288963,0.6016330038676407,29402.312028892,0.0
85,1369.4556701030929,30925.49609627125,0.0,21.44873000940734,3323,6.897480802909875,4.565182446552001,0.0,0.0,3782,2022-04-14,1.0626992561105209,0.0,29006.485224288,0.0
86,1349.9711242036035,63627.99319957646,0.0,36.990595611285265,14041,14.891864057672501,17.638105975197295,1.513431706394249,140375.8215310562,7252,2022-04-19,0.11253657438667568,0.8318117265165348,22909.337415153997,0.07920792079207921
87,1364.7677068276507,43021.818884559325,0.0,21.99475065616798,11599,10.088903523213698,6.551059730250482,2.2475189725627556,443080.3324099723,7383,2022-04-20,0.6464124111182934,0.39791096742103954,25906.172917511998,0.32620041753653445
88,1370.567972831766,59877.085080436234,0.0,20.520028109627546,9148,7.818181818181818,14.080826849378703,0.0,2550832.1851749793,5980,2022-04-21,0.7052186177715092,3.6801453884597906,28502.852769014004,0.0
89,1343.3187595879904,47636.09658976086,0.0,29.69847170590665,9101,8.535310331717518,11.630646317730205,2.525188113761,1158537.9495238974,8823,2022-04-22,0.043318171973142736,1.1977223640290595,29113.514523990005,0.40592652729855894
90,1314.5728786205725,33959.54001379433,0.0,22.76572269216624,11177,9.998231184222163,7.294893574497852,1.106078162856842,1582808.9521682486,4338,2022-04-25,0.06634819532908705,1.264460586494485,28330.470256558,0.7485332793849888
91,1305.7308248914617,46822.270147920724,0.0,19.16605705925384,4722,9.641002483630617,5.520314151940794,0.5163788930127481,429536.25632377743,3249,2022-04-26,0.017473353136466887,0.4489795918367347,29277.969510122002,0.0
92,1277.2899654189164,58174.97428114464,0.0,28.23581560283688,16312,14.964116659031912,12.538744672607516,1.4451261077027948,1766823.679485968,9623,2022-04-27,0.0,0.8303305655647815,29509.889607789002,0.5499037668408029
93,1271.725988700565,63277.34985954572,0.0,16.27906976744186,9691,7.359159732642204,6.255322772951796,0.9763506183553917,1187277.0624701956,5236,2022-04-28,0.0,0.0,26711.208119001,0.43530307976928934
94,1328.8341178685746,97663.24822091054,0.0,30.584707646176913,15144,5.483648617599755,19.82432061487785,1.6809245084796638,901527.0398481974,14512,2022-04-29,0.0,0.0,27699.832309885005,0.0
95,1332.0362335564273,84073.05241298703,0.0,33.74679213002567,11991,13.959808927689012,10.656283280085196,2.5387493319080705,2015854.4903372487,10071,2022-05-03,0.0,1.6886930983847284,27138.749763973003,0.8946830265848671
96,1334.0292538915728,78833.82473267052,0.0,22.529313232830823,8543,10.076405174370224,10.861823361823362,1.388469664956233,665888.8044820055,6196,2022-05-04,0.14021312394840157,0.4955401387512388,26672.628660095004,0.0
97,1333.2680235800208,60442.961476567674,0.0,20.967117988394584,12505,17.1837965955613,6.43626114679111,1.0659297275957362,2102365.158970477,2940,2022-05-05,2.194675878886405,0.7099751508697196,29749.016115773004,0.18146286990508095
98,1298.800929462694,60873.02123302882,0.0,23.26043737574553,14960,10.716020596521908,5.972450146700482,0.5548788740018947,174529.32828760645,6426,2022-05-06,0.12373174956693887,4.469870327993898,28265.163789273,0.4060638873849486
99,1286.2414919397324,50052.399770693475,0.0,24.609375,9335,11.392244923777595,7.503157894736842,0.07319304666056725,1772906.525239132,6580,2022-05-09,0.5620316402997502,0.6872852233676976,27459.044974842,0.0
100,1283.6115559402726,51284.06436694944,0.0,31.18243243243243,8868,4.761904761904762,13.833696243875885,3.040854224698236,194012.2228538943,8700,2022-05-10,0.0,0.6073694155756512,28522.206789482003,0.3436426116838488
101,1284.7958660387233,68429.4053087002,0.0,28.891441700172315,9242,8.290194884287454,15.930807248764415,1.1793470444412484,102343.88325594619,6581,2022-05-11,0.04034969737726967,0.04810776138550353,29436.560223378,0.2216557685913776
102,1252.5971799672361,27933.294174423587,0.0,23.734409391049155,8409,12.784615384615385,10.207703431050348,0.39174166225516144,1990061.4911606458,3406,2022-05-12,0.6111362607514712,1.8539711604486153,29069.777239133004,0.020876826722338204
103,1301.8984053920763,29490.22714900564,0.0,12.41711874623267,5896,4.914598775378666,5.6093780275140475,0.11780875711761242,692827.1545498315,5283,2022-05-13,0.4281459419210722,0.3776553894571204,27744.341656473,0.522056904202558
104,1292.7531626041346,47215.81896359919,0.0,16.771929824561404,6402,4.704025256511445,11.64587600074474,0.6363636363636364,632700.5373248897,6214,2022-05-16,0.24396194193705784,0.0,24874.789904014004,0.0
105,1333.441865463142,32762.181019173382,0.0,20.33195020746888,4306,6.65286534299426,10.17996239591727,0.2082150293393905,35245.70723840242,3201,2022-05-17,0.4433606739082243,0.2106002106002106,26214.303545577,1.1514841351074718
106,1329.458015701445,51189.05551874149,0.0,34.400731930466605,8758,9.642384105960264,10.39435884042831,1.389786683904331,6826945.262757769,5396,2022-05-18,0.0,0.8178844056706652,28581.921653488,0.0
107,1310.7513321049748,61771.363078949995,0.0,22.696011004126547,19664,10.695538057742782,13.867725021002924,1.0981389434747428,2544558.194774347,10690,2022-05-19,0.07420599584446423,1.7688285682500835,25107.742877769,1.0222933858849612
108,1334.4325566650816,30707.500846218238,0.0,27.240398293029873,5993,11.007188014202823,5.786555786555787,0.0,593540.7015221707,4856,2022-05-20,1.4798694232861807,0.9377093101138647,20107.45797918,0.16135538523598225
109,1340.5702376729337,42966.13617021182,0.0,15.099925980754996,5560,5.059443997497095,6.920270974465868,0.36140224069389226,378796.32235669385,3126,2022-05-23,0.0,0.0,29601.092416192,0.0
110,1313.895120238722,38385.55344210012,0.0,29.567172568858908,5604,4.964958203157983,8.284860870932244,0.23883887562006245,210905.78358208953,5553,2022-05-24,0.0,0.0,27467.531847965998,0.05670005670005669
111,1304.5634167385676,112798.48756851755,0.0,26.202812731310143,9149,6.965848847244482,12.594312246082415,0.4158004158004158,4260003.753753753,6829,2022-05-25,0.0,1.948051948051948,28024.759415832,0.3092624091541673
112,1305.864678695227,63960.448616741654,0.0,32.32876712328767,11169,14.185768203995213,10.739341608202913,0.7343513229980184,1726628.0265494997,10881,2022-05-26,1.6055659620016056,2.3577420086148266,28736.541389649003,0.32808398950131235
113,1324.0280603087233,44265.635982509135,0.0,39.3681652490887,8280,16.433045034297646,7.8145991939095385,0.3071591714578247,275672.44916993094,8142,2022-05-27,0.2913752913752914,2.202852614896989,24823.7837697,0.9907997169143666
114,1356.9490559618982,41242.55719980375,0.0,18.669314796425024,5780,4.58021163203831,7.240043698480485,0.29277813923227064,747255.6670382757,5433,2022-05-30,0.0,0.5056179775280899,26788.993031747,0.0
115,1346.5564836448598,45126.951991774105,0.0,30.691056910569102,8031,9.200618875709129,4.608407893124157,0.0,1115716.8860263233,10325,2022-05-31,0.0,0.18832391713747645,27491.658047105004,0.5267316302343955
116,1339.180080935252,42383.54201989711,0.0,14.634146341463413,4279,5.516827824001199,3.9617787578096286,0.5787189267394449,111503.92083644512,2213,2022-06-01,0.0,0.7998984255967496,24491.879311229,0.19946145407400018
117,1329.4924276503225,68275.64208442917,0.0,19.282238442822383,6409,4.932223862568782,5.820597057563205,0.5530175522962251,50674.06302442663,8202,2022-06-06,0.4150908587768656,0.6206040546131568,19903.351301257004,0.0
118,1291.833203732504,79562.81158515193,0.0,32.87878787878788,11721,12.093394532029535,9.16731821735731,1.015625,219842.9000187582,5816,2022-06-07,1.2198541783510937,2.386423899593424,27823.807982912003,0.8933405522468869
119,1299.7235446137106,63923.46689025723,0.0,37.03898840885142,7042,13.57378320729106,15.789473684210526,0.0,68708.91144426855,5196,2022-06-08,0.0,1.2174405436013591,26018.624255983,0.0
120,1284.4173931091739,35195.80150426283,0.0,33.81186248583302,9491,12.913553895410887,10.430746681866298,0.35837864557587745,82918.17927953086,4033,2022-06-09,0.18373909049150206,2.523804061030171,28734.24511194,0.061169562025935896
121,1235.0688803512624,42223.58401987284,0.0,27.02214188883868,8781,5.095174004999039,8.143915869664225,2.039040159144598,25669.786349026283,5939,2022-06-10,0.6634599436059048,2.3813786929274845,26025.038040930005,0.16802378182758176
122,1189.9075285276926,23568.32517634119,0.0,13.644289450741065,7039,8.980105370763544,3.9680729760547315,0.45445564117763293,195446.19799139164,2772,2022-06-13,0.7946210268948656,0.562429696287964,26103.772236100005,0.22200022200022201
123,1188.445916198573,21474.33764070661,0.0,26.098303610265333,12665,10.38452989553234,10.104790419161677,0.164716081491114,1824965.0784538847,2945,2022-06-14,0.02204585537918871,1.088646967340591,24946.905927241,0.17271157167530224
124,1171.3780332056194,20767.469924995443,0.0,10.750193348801238,6537,9.605207895842083,0.49834099847551216,0.42589437819420783,0.0,1639,2022-06-15,0.16237720224080537,1.4093137254901962,18924.897073383,0.16210082671421625
125,1149.1574498567336,38792.795688870596,0.0,24.244604316546763,10383,9.285452993537373,7.495180326327174,1.5043444430035013,216148.5576923077,5392,2022-06-16,0.12784454103809767,0.6312625250501003,28253.002706917003,0.299534058131795
